Volcano Number,Volcano Name,Latitude,Longitude,Type,Status,Last Known Eruption
285080,Kussharo,43.615,144.427,Caldera,Tephrochronology,D6
241061,Maroa,-38.42,176.08,Caldera,Tephrochronology,D6
241060,Reporoa,-38.42,176.33,Caldera,Tephrochronology,D6
325010,Yellowstone,44.43,-110.67,Caldera,Tephrochronology,D7
300190,Krasheninnikov,54.596,160.27,Caldera,Radiocarbon,D5
285081,Mashu,43.572,144.561,Caldera,Radiocarbon,D6
300080,Opala,52.543,157.339,Caldera,Radiocarbon,D6
352060,Quilotoa,-0.85,-78.9,Caldera,Radiocarbon,D6
357111,Sollipulli,-38.97,-71.52,Caldera,Radiocarbon,D6
241070,Taupo,-38.82,176,Caldera,Radiocarbon,D6
352002,Chachimbiro,0.468,-78.287,Caldera,Radiocarbon,D7
322160,Crater Lake,42.93,-122.12,Caldera,Radiocarbon,D7
283191,Hijiori,38.599,140.162,Caldera,Radiocarbon,D7
300023,Kurile Lake,51.45,157.12,Caldera,Radiocarbon,D7
352011,Pululahua,0.038,-78.463,Caldera,Radiocarbon,D7
283002,Sanbesan,35.141,132.622,Caldera,Radiocarbon,D7
252150,Tavui,-4.12,152.2,Caldera,Radiocarbon,D7
300170,Uzon,54.5,159.97,Caldera,Radiocarbon,D7
358041,Chaiten,-42.833,-72.646,Caldera,Holocene,D1
357023,Atuel - Caldera del,-34.65,-70.05,Caldera,Holocene,U
355210,Blanco - Cerro,-26.789,-67.765,Caldera,Holocene,U
264001,Buyan-Bratan,-8.283,115.133,Caldera,Holocene,U
357042,Calabozos,-35.558,-70.496,Caldera,Holocene,U
343041,Coatepeque Caldera,13.87,-89.55,Caldera,Holocene,U
221290,Corbetti Caldera,7.193,38.39,Caldera,Holocene,U
312020,Emmons Lake,55.341,-162.073,Caldera,Holocene,U
221230,Gedamsa,8.357,39.188,Caldera,Holocene,U
242021,Macauley,-30.21,-178.475,Caldera,Holocene,U
222164,Ngozi,-8.989,33.554,Caldera,Holocene,U
263010,Pulosari,-6.343,105.978,Caldera,Holocene,U
264060,Sano - Wai,-8.724,119.986,Caldera,Holocene,U
320160,Silverthrone,51.43,-126.3,Caldera,Holocene,U
261090,Toba,2.58,98.83,Caldera,Holocene,U
268050,Todoko-Ranu,1.25,127.47,Caldera,Holocene,U
261280,Hulubelu,-5.334,104.59,Caldera,Fumarolic,U
266040,Riendengan-Sempu,1.13,124.758,Caldera,Fumarolic,U
261260,Sekincau Belirang,-5.107,104.317,Caldera,Fumarolic,U
264120,Sukaria Caldera,-8.792,121.77,Caldera,Fumarolic,U
266070,Tondano Caldera,1.23,124.83,Caldera,Fumarolic,U
252040,Dakataua,-5.094,150.094,Caldera,Anthropology,D3
323110,Mono Lake Volcanic Field,38,-119.03,Cinder cone,Tephrochronology,D4
357112,Caburgua-Huelemolle,-39.25,-71.75,Cinder cone,Tephrochronology,D7
305011,Arxan-Chaihe,47.45,120.8,Cinder cone,Radiocarbon,D
320090,Iskut-Unuk River Cones,56.58,-130.55,Cinder cone,Radiocarbon,D3
305050,Longgang Group,42.33,126.5,Cinder cone,Radiocarbon,D4
225060,Bayuda Volcanic Field,18.33,32.75,Cinder cone,Radiocarbon,D6
210020,Chaine des Puys,45.775,2.97,Cinder cone,Radiocarbon,D7
324020,Craters of the Moon,43.42,-113.5,Cinder cone,Radiocarbon,D7
320140,Nazko,52.928,-123.732,Cinder cone,Radiocarbon,D7
322040,Sand Mountain Field,44.38,-121.93,Cinder cone,Radiocarbon,D7
300124,Zavaritsky,53.905,158.385,Cinder cone,Radiocarbon,D7
213001,Karapinar Field,37.667,33.6,Cinder cone,Holocene,D7
233013,Ankaizina Field,-14.3,48.67,Cinder cone,Holocene,U
358024,Apagado,-41.88,-72.58,Cinder cone,Holocene,U
302070,Azas Plateau,52.433,98.303,Cinder cone,Holocene,U
344140,Azul - Volcan,12.53,-83.87,Cinder cone,Holocene,U
327110,Carrizozo,33.78,-105.93,Cinder cone,Holocene,U
342200,Chiquimula Volcanic Field,14.83,-89.55,Cinder cone,Holocene,U
358025,Crater Basalt Volcanic Field,-42.018,-70.194,Cinder cone,Holocene,U
303040,Dariganga Volcanic Field,45.754,114.279,Cinder cone,Holocene,U
341022,Durango Volcanic Field,24.15,-104.45,Cinder cone,Holocene,U
221311,East Chamo Basin,5.708,37.713,Cinder cone,Holocene,U
,Gordon,62.13,-143.08,Cinder cone,Holocene,U
314030,Ingakslugwat Hills,61.43,-164.47,Cinder cone,Holocene,U
290111,Ivao Group,45.77,149.68,Cinder cone,Holocene,U
341004,Jaraguay Volcanic Field,29.33,-114.5,Cinder cone,Holocene,U
302060,Jom-Bolok,52.713,99.021,Cinder cone,Holocene,U
,Kabargin Oth Group,42.55,44,Cinder cone,Holocene,U
213000,Kula,38.58,28.52,Cinder cone,Holocene,U
,Lomonosov Group,50.25,155.43,Cinder cone,Holocene,U
323150,Mammoth Mountain,37.631,-119.032,Cinder cone,Holocene,U
358052,Melimoyu,-44.08,-72.88,Cinder cone,Holocene,U
358054,Mentolat,-44.7,-73.08,Cinder cone,Holocene,U
320120,Milbanke Sound Group,52.5,-128.73,Cinder cone,Holocene,U
354008,Nicholson - Cerro,-16.261,-71.754,Cinder cone,Holocene,U
233012,Nosy-Be,-13.32,48.48,Cinder cone,Holocene,U
390041,Paulet,-63.579,-55.78,Cinder cone,Holocene,U
341001,Pinacate,31.85,-113.5,Cinder cone,Holocene,U
357065,Resago - Volcan,-36.45,-70.92,Cinder cone,Holocene,U
323200,Salton Buttes,33.197,-115.616,Cinder cone,Holocene,U
341007,San Borja Volcanic Field,28.5,-113.75,Cinder cone,Holocene,U
341002,San Quintin Volcanic Field,30.468,-115.996,Cinder cone,Holocene,U
354002,Sara Sara,-15.33,-73.45,Cinder cone,Holocene,U
343002,Singuil - Cerro,14.054,-89.631,Cinder cone,Holocene,U
312051,Stepovak Bay 2,55.913,-160.041,Cinder cone,Holocene,U
300082,Tolmachev Dol,52.63,157.58,Cinder cone,Holocene,U
224011,Tombel Graben,4.758,9.717,Cinder cone,Holocene,U
,Tosa Sucha,5.92,37.57,Cinder cone,Holocene,U
357101,Tralihue,-38.509,-70.898,Cinder cone,Holocene,U
223080,Tshibinda,-2.32,28.75,Cinder cone,Holocene,U
,Unnamed,42.45,44.25,Cinder cone,Holocene,U
,Unnamed,52.57,157.02,Cinder cone,Holocene,U
233015,Vakinankaratra,-19.85,46.942,Cinder cone,Holocene,U
290370,Vernadskii Ridge,50.55,155.97,Cinder cone,Holocene,U
302040,Vitim Volcanic Field,53.75,113.25,Cinder cone,Holocene,U
300021,Yavinsky,51.533,156.629,Cinder cone,Holocene,U
320150,Wells Gray-Clearwater,52.33,-120.57,Cinder cone,Dendrochronology,D5
329020,San Francisco Volcanic Field,35.347,-111.678,Cinder cone,Dendrochronology,D6
358080,Pali-Aike Volcanic Field,-52.082,-69.698,Cinder cone,Anthropology,D7
345050,Barva,10.135,-84.1,Complex volcano,Tephrochronology,D7
322070,Three Sisters,44.133,-121.767,Complex volcano,Radiocarbon,D6
283020,Hakoneyama,35.233,139.021,Complex volcano,Radiocarbon,D7
320180,Meager,50.63,-123.5,Complex volcano,Radiocarbon,D7
,South Sister,44.1,-121.77,Complex volcano,Radiocarbon,D7
273050,Banahaw,14.07,121.48,Complex volcano,Holocene,U
355122,Bayo Gorbea - Cerro,-25.414,-68.588,Complex volcano,Holocene,U
355121,Cordon del Azufre,-25.336,-68.521,Complex volcano,Holocene,U
222080,Eburru - Ol Doinyo,-0.65,36.22,Complex volcano,Holocene,U
300210,Gamchen,54.974,160.703,Complex volcano,Holocene,U
222070,Homa Mountain,-0.38,34.5,Complex volcano,Holocene,U
355125,Incahuasi - Nevado de,-27.033,-68.296,Complex volcano,Holocene,U
263330,Iyang-Argapura,-7.97,113.57,Complex volcano,Holocene,U
252021,Mundua,-4.624,149.339,Complex volcano,Holocene,U
355131,Solo - El,-27.105,-68.713,Complex volcano,Holocene,U
261130,Talakmau,0.079,99.98,Complex volcano,Holocene,U
355220,Tipas,-27.196,-68.561,Complex volcano,Holocene,U
251060,Umboi,-5.592,147.892,Complex volcano,Holocene,U
221151,Yangudi,10.58,41.042,Complex volcano,Holocene,U
300110,Dzenzursky,53.637,158.922,Compound volcano,Holocene,U
273020,Pocdol Mountains,13.05,123.958,Compound volcano,Holocene,U
273088,Ambalatungan Group,17.32,121.1,Compound volcano,Fumarolic,U
,Balatocan,8.8,124.92,Compound volcano,Fumarolic,U
383040,Gran Canaria,28,-15.58,Fissure vent,Radiocarbon,D7
221060,Alu-Dalafilla,13.793,40.553,Fissure vent,Holocene,U
221220,Bishoftu Volcanic Field,8.78,38.98,Fissure vent,Holocene,U
221260,Butajiri-Silti Field,8.05,38.35,Fissure vent,Holocene,U
221252,East Ziway,7.874,38.902,Fissure vent,Holocene,U
383050,Fuerteventura,28.358,-14.02,Fissure vent,Holocene,U
344101,Granada,11.9,-85.979,Fissure vent,Holocene,U
221171,Hertali,9.78,40.33,Fissure vent,Holocene,U
344092,Nejapa-Miraflores,12.12,-86.32,Fissure vent,Holocene,U
275100,Singu Plateau,22.7,95.98,Fissure vent,Holocene,U
,Unnamed,8.62,38.95,Fissure vent,Holocene,U
221251,Unnamed,8.013,39.062,Fissure vent,Holocene,U
370030,Ljosufjoll,64.9,-22.483,Fissure vent,Anthropology,D6
221127,Manda Gargori,11.75,41.48,Fissure vent,Anthropology,U
300552,Bliznetsy,57.35,161.37,Lava cone,Radiocarbon,D7
214050,Samsari Volcanic Center,41.542,43.7,Lava cone,Holocene,U
255000,Tore,-5.835,154.935,Lava cone,Holocene,U
300084,Barkhatnaya Sopka,52.802,158.24,Lava dome,Tephrochronology,D7
245030,Nabukelevu,-19.12,177.98,Lava dome,Radiocarbon,D5
300022,Diky Greben,51.452,156.978,Lava dome,Radiocarbon,D6
,Inyo Craters,37.692,-119.02,Lava dome,Radiocarbon,D6
323120,Mono-Inyo Craters,37.804,-119.029,Lava dome,Radiocarbon,D6
300511,Shisheika,57.153,161.09,Lava dome,Radiocarbon,D7
326010,Soda Lakes,39.53,-118.87,Lava dome,Pleistocene-Fumarol,Q
354004,Andahua-Orcopampa,-15.42,-72.33,Lava dome,Holocene,U
300087,Bolshe-Bannaya,52.9,157.78,Lava dome,Holocene,U
,Borawli Complex,11.63,41.45,Lava dome,Holocene,U
,Dacht-I-Navar Group,33.95,67.92,Lava dome,Holocene,U
358090,Fueguino,-54.97,-70.262,Lava dome,Holocene,U
213003,Gollu Dag,38.25,34.57,Lava dome,Holocene,U
355093,Guayaques,-22.895,-67.566,Lava dome,Holocene,U
253050,Iamalele,-9.52,150.53,Lava dome,Holocene,U
357041,Infiernillo,-35.123,-69.9,Lava dome,Holocene,U
342180,Ixtepeque,14.42,-89.68,Lava dome,Holocene,U
283142,Omanago Group,36.795,139.507,Lava dome,Holocene,U
341081,Papayo,19.308,-98.7,Lava dome,Holocene,U
,Shikaribetsu Group,43.28,143.08,Lava dome,Holocene,U
,SW Usangu Basin,-8.75,33.8,Lava dome,Holocene,U
355011,Taapaca,-18.1,-69.5,Lava dome,Holocene,U
312132,Unnamed,57.87,-155.411,Lava dome,Holocene,U
212051,Yali,36.671,27.14,Lava dome,Holocene,U
,Wayang-Windu,-7.208,107.63,Lava dome,Fumarolic,U
283262,Megata,39.95,139.73,Maar,Tephrochronology,D7
224030,Oku Volcanic Field,6.25,10.5,Maar,Radiocarbon,D5
300551,Kinenin,57.35,160.97,Maar,Radiocarbon,D6
322030,Blue Lake Crater,44.411,-121.774,Maar,Radiocarbon,D7
328010,Dotsero,39.661,-107.035,Maar,Radiocarbon,D7
210010,West Eifel Volcanic Field,50.17,6.85,Maar,Radiocarbon,D7
282081,Yonemaru-Sumiyoshiike,31.771,130.592,Maar,Radiocarbon,D7
213004,Acigol-Nevsehir,38.537,34.621,Maar,Holocene,U
343101,Aramuaca - Laguna,13.428,-88.105,Maar,Holocene,U
221291,Bilate River Field,7.07,38.1,Maar,Holocene,U
355104,Caichinque,-23.949,-67.74,Maar,Holocene,U
355035,Jayu Khota - Laguna,-19.463,-67.432,Maar,Holocene,U
,Malang Plain,-8.02,112.68,Maar,Holocene,U
355097,Overo - Cerro,-23.52,-67.67,Maar,Holocene,U
323160,Ubehebe Craters,37.02,-117.45,Maar,Holocene,U
358012,Cayutue-La Vigueria,-41.3,-72.27,Pyroclastic cone,Tephrochronology,D7
214100,Tskhouk-Karckar,39.742,45.992,Pyroclastic cone,Tephrochronology,D7
320100,Tseax River Cone,55.12,-128.9,Pyroclastic cone,Radiocarbon,D4
210040,Calatrava Volcanic Field,38.87,-4.02,Pyroclastic cone,Radiocarbon,D7
300273,Cherpuk Group,55.55,157.47,Pyroclastic cone,Radiocarbon,D7
300058,Asacha,52.355,157.827,Pyroclastic cone,Holocene,U
,Cayute-La Vigueria,-41.25,-72.27,Pyroclastic cone,Holocene,U
320110,Crow Lagoon,54.7,-130.23,Pyroclastic cone,Holocene,U
222071,Elmenteita Badlands,-0.52,36.27,Pyroclastic cone,Holocene,U
370020,Helgrindur,64.866,-23.283,Pyroclastic cone,Holocene,U
357123,Huanquihue Group,-39.887,-71.58,Pyroclastic cone,Holocene,U
,Izumbwe-Mpoli,-8.93,33.4,Pyroclastic cone,Holocene,U
305020,Keluo Group,49.37,125.92,Pyroclastic cone,Holocene,U
253004,Madilogo,-9.2,147.57,Pyroclastic cone,Holocene,U
221330,Mega Volcanic Field,3.971,38.213,Pyroclastic cone,Holocene,U
341095,Naolinco Volcanic Field,19.67,-96.75,Pyroclastic cone,Holocene,U
,Puesto Cortaderas,-37.567,-69.617,Pyroclastic cone,Holocene,U
222050,Segererua Plateau,1.57,37.9,Pyroclastic cone,Holocene,U
221222,Sodore,8.43,39.35,Pyroclastic cone,Holocene,U
225004,Tahalra Volcanic Field,22.67,5,Pyroclastic cone,Holocene,U
268001,Tarakan,1.83,127.83,Pyroclastic cone,Holocene,U
357072,Tromen Volcanic Plateau,-37.144,-70.033,Pyroclastic cone,Holocene,U
,Unnamed,-8.63,33.57,Pyroclastic cone,Holocene,U
,Unnamed,8.7,39.63,Pyroclastic cone,Holocene,U
343160,Utila Island,16.1,-86.9,Pyroclastic cone,Holocene,U
255011,Billy Mitchell,-6.092,155.225,Pyroclastic shield,Radiocarbon,D5
344091,Apoyeque,12.242,-86.342,Pyroclastic shield,Radiocarbon,D7
255030,Loloru,-6.52,155.62,Pyroclastic shield,Radiocarbon,D7
355094,Purico Complex,-23,-67.75,Pyroclastic shield,Holocene,U
233014,Itasy Volcanic Field,-19.033,46.7,Scoria cone,Radiocarbon,D7
225050,Meidob Volcanic Field,15.32,26.47,Scoria cone,Holocene,D7
355180,Antofagasta Volcanic Field,-26.12,-67.4,Scoria cone,Holocene,U
225005,Atakor Volcanic Field,23.33,5.83,Scoria cone,Holocene,U
355124,Falso Azufre,-26.8,-68.37,Scoria cone,Holocene,U
,Haruj,27.25,17.5,Scoria cone,Holocene,U
352081,Licto,-1.78,-78.613,Scoria cone,Holocene,U
225006,Manzaz Volcanic Field,23.92,5.83,Scoria cone,Holocene,U
222060,Menengai,-0.2,36.07,Shield volcano,Tephrochronology,D7
222040,Namarunu,1.98,36.43,Shield volcano,Tephrochronology,D7
373090,Theistareykir,65.883,-16.967,Shield volcano,Tephrochronology,D7
283071,Washiba-Kumonotaira,36.408,137.594,Shield volcano,Tephrochronology,D7
222051,Emuruangogolak,1.5,36.33,Shield volcano,Radiocarbon,D2
322060,Belknap,44.285,-121.841,Shield volcano,Radiocarbon,D6
